Ward_Assigned,price_num,walkScore,postalCode,Property_Type,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage
13,999000.0,44.0,K1M 2K4,Residential,2016.0,3.0,4.0,3.0,1.0,18.35,9.12
15,2788000.0,61.0,K1Z 7G3,Commercial,2016.0,,,6.0,,60.35,9.09
15,2450000.0,79.0,K1Z 6V1,Multifamily,2019.0,,,2.0,0.0,30.13,9.08
10,485000.0,47.0,K1T 1Z4,Residential,1983.0,3.0,3.0,2.0,1.0,31.62,9.06
17,1725000.0,47.0,K1S 5P7,Residential,2018.0,3.0,4.0,2.0,2.0,24.06,9.0
24,399900.0,48.0,K2J 4C9,Residential,1992.0,3.0,3.0,3.0,1.0,34.3,8.99
3,999000.0,33.0,K2J 2E9,Residential,2020.0,5.0,4.0,2.0,1.0,36.58,8.87
3,999000.0,33.0,K2J 2E9,Residential,2020.0,5.0,4.0,2.0,1.0,36.58,8.87
3,275000.0,33.0,K2J 2E9,Lots/Acreage,,,,,,36.58,8.87
3,275000.0,33.0,K2J 2E9,Lots/Acreage,,,,,,36.58,8.87
3,275000.0,33.0,K2J 2E9,Lots/Acreage,,,,,,36.58,8.87
3,275000.0,33.0,K2J 2E9,Lots/Acreage,,,,,,36.58,8.87
15,1249900.0,83.0,K2A 0B6,Residential,2012.0,4.0,4.0,2.0,1.0,30.18,8.77
1,439900.0,13.0,K4A 0X1,Residential,2013.0,2.0,3.0,2.0,1.0,16.13,8.71
6,475000.0,15.0,K2S 0W7,Residential,2015.0,3.0,3.0,3.0,1.0,25.51,8.7
3,498880.0,4.0,K2J 5W9,Residential,2012.0,3.0,3.0,3.0,1.0,25.0,8.62
14,999000.0,83.0,K2P 1B3,Residential,1908.0,5.0,4.0,2.0,1.0,30.18,8.38
6,499900.0,6.0,K2S 1B6,Residential,2017.0,4.0,3.0,3.0,1.0,31.94,8.28
22,530000.0,32.0,K1V 1Y7,Residential,2004.0,4.0,3.0,3.0,1.0,33.0,8.22
2,496000.0,17.0,K1C 7M3,Residential,1999.0,3.0,3.0,2.0,1.0,29.1,8.2
16,699900.0,53.0,K1Z 6N7,Residential,2011.0,4.0,4.0,2.0,1.0,21.76,8.15
1,419900.0,31.0,K4A 3N1,Residential,1994.0,4.0,4.0,2.0,1.0,33.64,8.15
24,479900.0,35.0,K2G 7G2,Residential,2006.0,3.0,4.0,2.0,1.0,27.0,8.11
3,499000.0,4.0,K2J 0W3,Residential,2009.0,3.0,3.0,2.0,1.0,36.58,8.1
6,399000.0,11.0,K2S 0P1,Residential,2015.0,2.0,3.0,2.0,1.0,14.61,8.05
6,399900.0,4.0,K2V 0K1,Residential,2019.0,3.0,2.0,3.0,1.0,13.5,8.03
14,700000.0,90.0,K1R 7M6,Multifamily,,,,1.0,1.0,30.48,8.0
14,700000.0,90.0,K1R 7M6,Multifamily,,,,1.0,1.0,30.48,8.0
7,599000.0,75.0,K2H 5A2,Residential,1990.0,4.0,3.0,3.0,1.0,30.48,7.92
15,849000.0,66.0,K1Z 5G1,Residential,1989.0,4.0,4.0,2.0,1.0,30.48,7.92
22,679900.0,3.0,K1X 0B7,Residential,2017.0,3.0,3.0,2.0,1.0,35.43,7.91
23,579900.0,24.0,K2M 2P7,Residential,1996.0,2.0,3.0,3.0,1.0,38.67,7.9
22,499900.0,22.0,K1V 0Y7,Residential,2006.0,3.0,3.0,3.0,1.0,30.33,7.88
24,499900.0,13.0,K2G 7C9,Residential,2005.0,3.0,3.0,2.0,1.0,30.0,7.87
4,499900.0,12.0,K2T 0G7,Residential,2011.0,3.0,3.0,3.0,1.0,31.0,7.82
6,499900.0,1.0,K2V 0B4,Residential,2016.0,3.0,3.0,2.0,1.0,32.75,7.79
23,560000.0,42.0,K2M 0E4,Residential,2011.0,3.0,3.0,3.0,1.0,31.5,7.78
2,370000.0,9.0,K1C 2M8,Residential,1981.0,3.0,2.0,2.0,0.0,31.27,7.7
15,699000.0,75.0,K1Y 0Y7,Residential,1940.0,3.0,2.0,2.0,1.0,31.7,7.7
13,1325000.0,69.0,K1M 0Z8,Residential,2021.0,3.0,3.0,2.0,1.0,24.84,7.62
15,1229000.0,77.0,K1Z 5J3,Residential,2020.0,3.0,4.0,2.0,1.0,30.48,7.62
15,1229000.0,77.0,K1Z 5J3,Residential,2020.0,3.0,4.0,2.0,1.0,30.48,7.62
15,1298000.0,77.0,K1Z 5J2,Residential,2020.0,3.0,4.0,3.0,1.0,30.48,7.62
7,975000.0,68.0,K2B 5M5,Residential,2020.0,4.0,4.0,3.0,1.0,30.48,7.62
15,1450000.0,63.0,K2A 1T8,Residential,2020.0,3.0,4.0,2.0,1.0,30.48,7.62
15,1349000.0,53.0,K1Y 0G8,Residential,2020.0,4.0,3.0,3.0,1.0,30.48,7.62
16,959000.0,41.0,K1Z 8K5,Residential,2020.0,3.0,4.0,4.0,1.0,30.48,7.62
16,959000.0,41.0,K1Z 8K5,Residential,2020.0,3.0,4.0,4.0,1.0,30.48,7.62
7,899900.0,43.0,K2B 5Z7,Residential,2019.0,5.0,4.0,2.0,1.0,30.48,7.62
15,1299900.0,63.0,K2A 1T8,Residential,2014.0,3.0,4.0,3.0,1.0,30.51,7.62
14,610000.0,85.0,K1R 5N9,Residential,1900.0,3.0,2.0,3.0,0.0,30.94,7.62
17,1290000.0,85.0,K1S 2K8,Multifamily,,,,3.0,,31.39,7.62
24,499900.0,37.0,K2J 4M9,Residential,1998.0,3.0,2.0,3.0,1.0,32.0,7.58
7,719900.0,49.0,K2B 6B3,Residential,2010.0,3.0,4.0,3.0,1.0,32.92,7.52
4,549900.0,13.0,K2T 0B7,Residential,2013.0,3.0,3.0,3.0,1.0,33.0,7.52
24,479900.0,30.0,K2G 6W3,Residential,2003.0,3.0,3.0,2.0,1.0,26.82,7.5
23,499900.0,29.0,K2L 4G4,Residential,1997.0,3.0,3.0,3.0,1.0,33.56,7.48
6,575000.0,13.0,K2S 2L8,Residential,2019.0,3.0,3.0,2.0,1.0,30.06,7.4
12,849900.0,86.0,K1N 8H6,Residential,1892.0,4.0,3.0,0.0,0.0,20.12,7.36
15,1095000.0,59.0,K1Z 7G7,Residential,2019.0,3.0,4.0,2.0,1.0,26.87,7.32
12,1019000.0,83.0,K1N 6G8,Residential,1874.0,4.0,4.0,2.0,0.0,30.18,7.32
9,369000.0,16.0,K2H 5W6,Residential,1968.0,3.0,2.0,4.0,2.0,30.48,7.32
10,429900.0,15.0,K1T 4B7,Residential,2002.0,3.0,3.0,3.0,1.0,32.5,7.32
4,739900.0,33.0,K2T 0G3,Residential,2010.0,3.0,3.0,2.0,1.0,26.99,7.21
12,517000.0,88.0,K1N 5Z5,Commercial,,,,1.0,,5.94,7.13
1,389900.0,47.0,K1E 1Z1,Residential,1978.0,3.0,3.0,3.0,1.0,30.5,7.01
15,399999.0,64.0,K1Y 1X1,Lots/Acreage,,,,,,17.79,7.0
15,399999.0,62.0,K1Y 1X1,Lots/Acreage,,,,,,17.79,7.0
14,849900.0,91.0,K1R 6H7,Multifamily,1907.0,,,1.0,,33.18,6.95
14,849900.0,91.0,K1R 6H7,Multifamily,1907.0,,,1.0,,33.18,6.95
19,449900.0,55.0,K4A 4J7,Residential,2001.0,3.0,3.0,2.0,1.0,34.7,6.92
17,750000.0,56.0,K1S 2R3,Residential,,3.0,1.0,1.0,0.0,27.43,6.74
7,425000.0,62.0,K2B 6H1,Residential,1968.0,3.0,2.0,1.0,0.0,15.6,6.71
15,1750000.0,61.0,K2A 1Y1,Residential,2012.0,4.0,3.0,4.0,1.0,30.6,6.54
22,499900.0,33.0,K1T 0R4,Residential,2018.0,2.0,3.0,3.0,1.0,15.0,6.5
19,470000.0,17.0,K4A 1A3,Residential,2017.0,3.0,3.0,3.0,1.0,25.5,6.5
12,999500.0,93.0,K1N 6H7,Multifamily,1900.0,,,1.0,0.0,30.18,6.49
19,567900.0,1.0,K1W 0N9,Residential,2020.0,3.0,3.0,2.0,1.0,28.69,6.46
19,499900.0,1.0,K1W 0E3,Residential,2011.0,3.0,3.0,3.0,1.0,28.69,6.4
4,465000.0,38.0,K2K 2S2,Residential,1996.0,3.0,2.0,3.0,1.0,35.97,6.4
18,424900.0,36.0,K1G 0B1,Residential,1997.0,3.0,2.0,3.0,1.0,32.72,6.35
16,459000.0,37.0,K2C 4G8,Residential,2005.0,2.0,2.0,2.0,1.0,13.98,6.2
24,524880.0,61.0,K2J 3V1,Residential,2014.0,3.0,3.0,3.0,1.0,27.0,6.2
19,524900.0,37.0,K4A 1C1,Residential,2017.0,3.0,3.0,3.0,1.0,28.0,6.2
19,429900.0,14.0,K4A 0S1,Residential,2011.0,3.0,3.0,3.0,1.0,30.0,6.2
19,449900.0,27.0,K4A 4Z6,Residential,2005.0,3.0,3.0,3.0,1.0,30.98,6.2
2,489900.0,55.0,K1C 7R7,Residential,2005.0,3.0,3.0,3.0,1.0,33.84,6.2
12,849900.0,67.0,K1N 8E2,Residential,1928.0,3.0,2.0,1.0,0.0,30.48,6.19
17,1089000.0,66.0,K1S 4T9,Residential,2005.0,3.0,4.0,2.0,1.0,24.4,6.14
22,549900.0,12.0,K4M 0E1,Residential,2015.0,4.0,4.0,3.0,1.0,33.03,6.13
15,1099000.0,71.0,K1Y 1X4,Residential,2011.0,3.0,4.0,2.0,2.0,25.6,6.1
23,519000.0,28.0,K2S 0V8,Residential,2016.0,3.0,3.0,2.0,1.0,26.01,6.1
12,899900.0,73.0,K1L 5S1,Residential,2020.0,4.0,4.0,2.0,1.0,27.43,6.1
12,899900.0,73.0,K1L 5S1,Residential,2020.0,4.0,4.0,2.0,1.0,27.43,6.1
1,499880.0,26.0,K4A 0T9,Residential,2011.0,3.0,3.0,3.0,1.0,28.5,6.1
4,509900.0,8.0,K2T 0H8,Residential,2015.0,3.0,3.0,2.0,1.0,29.87,6.1
22,469000.0,27.0,K1T 0E9,Residential,2010.0,3.0,3.0,2.0,1.0,30.0,6.1
13,1250000.0,52.0,K1M 1P2,Residential,1882.0,2.0,4.0,2.0,0.0,30.18,6.1
22,524900.0,10.0,K1X 0G1,Residential,2019.0,3.0,3.0,2.0,1.0,32.0,6.1
19,429900.0,18.0,K1W 1H1,Residential,1993.0,3.0,3.0,3.0,1.0,32.0,6.1
24,390000.0,45.0,K2J 4C2,Residential,1993.0,3.0,2.0,3.0,1.0,32.12,6.1
1,399900.0,38.0,K4A 3S1,Residential,1994.0,3.0,3.0,3.0,1.0,32.49,6.1
13,524900.0,,K1K 4R7,Residential,1997.0,3.0,2.0,3.0,1.0,32.64,6.1
22,619900.0,1.0,K4M 0E2,Residential,2019.0,3.0,4.0,3.0,1.0,32.96,6.1
22,545000.0,13.0,K1V 1N6,Residential,1999.0,2.0,3.0,2.0,1.0,33.0,6.1
3,469900.0,68.0,K2J 1V8,Residential,,4.0,3.0,2.0,1.0,36.58,6.1
24,419900.0,43.0,K2J 4K4,Residential,1994.0,3.0,2.0,3.0,1.0,36.8,6.1
4,399900.0,52.0,K2K 2V5,Residential,1996.0,2.0,2.0,2.0,1.0,31.93,6.09
23,539880.0,12.0,K2M 2Z1,Residential,2004.0,3.0,3.0,3.0,1.0,36.0,6.09
10,499900.0,17.0,K1T 4C1,Residential,2002.0,3.0,3.0,3.0,1.0,32.0,6.01
14,724900.0,89.0,K1R 7H3,Residential,2016.0,3.0,3.0,1.0,0.0,8.84,6.0
22,579900.0,10.0,K1T 0L9,Residential,2017.0,3.0,4.0,3.0,1.0,30.0,6.0
3,499000.0,7.0,K2J 5E8,Residential,2002.0,3.0,3.0,2.0,1.0,31.54,6.0
1,399900.0,30.0,K4A 4R9,Residential,2003.0,2.0,2.0,3.0,1.0,34.98,6.0
24,487900.0,42.0,K2J 5X8,Residential,2013.0,3.0,3.0,2.0,1.0,36.52,6.0
10,429000.0,30.0,K1G 5C9,Residential,1989.0,3.0,3.0,3.0,1.0,30.44,5.94
13,369900.0,50.0,K1K 4N7,Residential,1992.0,3.0,2.0,3.0,1.0,36.0,5.94
12,999999.0,77.0,K1N 6X3,Residential,2016.0,3.0,4.0,1.0,0.0,24.38,5.87
16,374900.0,50.0,K2C 0J8,Residential,1971.0,4.0,2.0,2.0,0.0,43.77,5.69
12,512900.0,93.0,K1N 5N2,Residential,1910.0,3.0,1.0,2.0,0.0,30.68,5.66
18,459000.0,61.0,K1V 2J6,Residential,2008.0,3.0,2.0,2.0,1.0,26.05,5.64
17,725000.0,57.0,K1S 2W5,Residential,1911.0,3.0,2.0,1.0,0.0,28.04,5.61
3,475000.0,25.0,K2J 3A4,Residential,1986.0,3.0,3.0,2.0,1.0,33.63,5.5
1,398000.0,52.0,K4A 4L9,Residential,2002.0,3.0,2.0,3.0,1.0,34.75,5.49
17,879000.0,86.0,K1S 2P3,Residential,1912.0,4.0,2.0,1.0,0.0,26.82,5.36
10,489900.0,74.0,K1T 4A3,Residential,2002.0,3.0,4.0,2.0,1.0,26.64,5.31
10,499900.0,24.0,K1V 2R9,Residential,2016.0,2.0,3.0,2.0,1.0,21.27,5.23
14,990000.0,70.0,K1W 1C4,Residential,,4.0,4.0,2.0,1.0,27.12,5.23
14,749000.0,89.0,K1R 6N7,Residential,,5.0,2.0,1.0,0.0,30.16,5.16
14,545000.0,83.0,K1R 6B6,Residential,1903.0,3.0,2.0,2.0,0.0,20.12,5.03
12,799000.0,76.0,K1N 8C9,Residential,1907.0,4.0,3.0,2.0,0.0,30.48,4.94
17,850000.0,62.0,K1S 5P8,Residential,1999.0,2.0,3.0,2.0,1.0,25.67,4.88
12,999500.0,93.0,K1N 6H7,Multifamily,1900.0,,,2.0,,30.18,4.87
12,549900.0,78.0,K1N 7Z5,Residential,,2.0,2.0,1.0,0.0,30.48,4.78
23,449900.0,38.0,K2L 4A4,Residential,1990.0,4.0,3.0,2.0,1.0,38.59,4.66
16,488800.0,45.0,K2C 0E4,Residential,2009.0,3.0,4.0,2.0,1.0,23.8,4.57
17,779000.0,57.0,K1S 0S9,Residential,2015.0,3.0,4.0,1.0,0.0,30.18,4.54
23,489900.0,32.0,K2M 2H9,Residential,1992.0,3.0,3.0,5.0,1.0,38.72,4.54
13,435000.0,83.0,K1M 1W3,Residential,1887.0,1.0,1.0,0.0,0.0,6.95,4.42
17,299000.0,76.0,K1S 3C8,Residential,1905.0,3.0,2.0,2.0,0.0,25.6,4.3
12,900000.0,72.0,K1K 3L8,Residential,1974.0,6.0,3.0,5.0,0.0,35.47,4.14
12,900000.0,72.0,K1K 3L8,Residential,1974.0,6.0,3.0,5.0,0.0,35.47,4.14
1,459000.0,40.0,K4A 0K6,Residential,2007.0,3.0,4.0,3.0,1.0,35.52,3.31
14,848000.0,81.0,K1R 7N6,,1900.0,5.0,2.0,1.0,0.0,,
15,7600000.0,73.0,K1Y 1L2,,2020.0,,,0.0,,,
15,7600000.0,73.0,K1Y 1L2,,2020.0,,,0.0,,,
15,5000000.0,64.0,K1Y 1N2,,,,,,,,
2,1050000.0,41.0,K1C 1J3,,1988.0,4.0,4.0,8.0,4.0,,
19,299900.0,10.0,K4B 1M8,,,,,,,,
16,1219000.0,36.0,K1V 0B2,,1984.0,4.0,5.0,6.0,2.0,,
20,545000.0,6.0,K0A 2P0,,,,,,,,
20,545000.0,6.0,K0A 2P0,,,,,,,,
16,999000.0,37.0,K2C 1W5,,,,,,,,
5,125000.0,1.0,K0A 1T0,,,,,,,,
5,169900.0,1.0,K0A 3M0,,,,,,,,
20,499900.0,3.0,K4M 1B4,,,,,,,,
20,999000.0,1.0,K0A 2P0,,,3.0,1.0,20.0,0.0,,
20,999000.0,1.0,K0A 2P0,,,3.0,1.0,20.0,0.0,,
5,374900.0,1.0,K2K 1X7,,,,,,,,
15,1734990.0,84.0,K1Y 2X4,Residential,2022.0,2.0,2.0,0.0,0.0,,
15,693900.0,75.0,K1Z 6Y6,Residential,2022.0,1.0,2.0,0.0,0.0,,
15,1160000.0,74.0,K1Y 1R5,Residential,2021.0,2.0,3.0,1.0,0.0,,
15,4190000.0,67.0,K2A 1W2,Commercial,2021.0,,,,,,
15,4190000.0,67.0,K2A 1W2,Commercial,2021.0,,,,,,
14,3888000.0,95.0,K1P 0B7,Residential,2020.0,2.0,3.0,1.0,1.0,,
12,1044900.0,80.0,K1L 7Z9,Residential,2020.0,2.0,2.0,1.0,1.0,,
12,994900.0,80.0,K1L 7Z9,Residential,2020.0,3.0,3.0,1.0,1.0,,
17,1695000.0,52.0,K1S 5W8,Residential,2020.0,3.0,3.0,2.0,2.0,,
17,849000.0,52.0,K1S 5W8,Residential,2020.0,2.0,2.0,1.0,1.0,,
12,1699000.0,,K1N 8L9,Residential,2020.0,3.0,4.0,2.0,1.0,,
12,875000.0,75.0,K1L 5Y5,Residential,2020.0,3.0,4.0,2.0,0.0,,
15,1050000.0,68.0,K1Z 7B8,Residential,2020.0,3.0,4.0,2.0,1.0,,
15,1099999.0,68.0,K1Z 7B8,Residential,2020.0,3.0,4.0,2.0,2.0,,
14,429900.0,,K2P 1C3,Residential,2019.0,1.0,1.0,1.0,1.0,,
14,492200.0,94.0,K1P 0B7,Residential,2019.0,1.0,1.0,0.0,0.0,,
14,619500.0,94.0,K1P 0B7,Residential,2019.0,1.0,1.0,0.0,0.0,,
14,976000.0,94.0,K1P 0B7,Residential,2019.0,2.0,2.0,1.0,1.0,,
14,714900.0,91.0,K2P 1J5,Residential,2019.0,2.0,2.0,1.0,1.0,,
14,439900.0,91.0,K2P 1J5,Residential,2019.0,1.0,1.0,1.0,1.0,,
17,1975000.0,84.0,K1S 5W3,Residential,2019.0,3.0,3.0,1.0,1.0,,
17,499500.0,67.0,K1S 5V8,Residential,2019.0,1.0,1.0,1.0,1.0,,
17,508400.0,62.0,K1S 5W6,Residential,2019.0,2.0,2.0,1.0,1.0,,
1,645000.0,3.0,K4A 5H3,Residential,2019.0,2.0,2.0,1.0,1.0,,
1,444900.0,3.0,K4A 5H3,Residential,2019.0,1.0,1.0,1.0,1.0,,
1,799900.0,3.0,K4A 5H3,Residential,2019.0,2.0,2.0,1.0,1.0,,
1,369900.0,3.0,K4A 5H3,Residential,2019.0,1.0,1.0,1.0,1.0,,
1,434500.0,3.0,K4A 5H3,Residential,2019.0,1.0,1.0,1.0,1.0,,
17,1500000.0,47.0,K1S 0H9,Residential,2019.0,4.0,4.0,2.0,2.0,,
22,648800.0,1.0,K1X 0C5,Residential,2019.0,3.0,3.0,6.0,2.0,,
7,799000.0,49.0,K2B 6B1,Residential,2019.0,4.0,4.0,3.0,1.0,,
14,674500.0,94.0,K1P 0B7,Residential,2018.0,1.0,1.0,0.0,0.0,,
6,349900.0,50.0,K2S 0T9,Residential,2018.0,2.0,1.0,2.0,1.0,,
21,1659000.0,1.0,K0A 1B0,Farm,2018.0,2.0,3.0,20.0,2.0,,
21,1659000.0,1.0,K0A 1B0,Farm,2018.0,2.0,3.0,20.0,2.0,,
17,759900.0,56.0,K1S 0E5,Residential,2018.0,2.0,3.0,1.0,0.0,,
14,299000.0,92.0,K1R 0C5,Residential,2017.0,0.0,1.0,0.0,0.0,,
14,480000.0,86.0,K1R 7G5,Residential,2017.0,1.0,1.0,1.0,1.0,,
13,949900.0,83.0,K1M 2K5,Residential,2017.0,2.0,3.0,2.0,2.0,,
24,399900.0,47.0,K2J 6B4,Residential,2017.0,3.0,2.0,2.0,0.0,,
13,5000000.0,16.0,K1M 2J2,,2017.0,6.0,7.0,6.0,2.0,,
14,299000.0,97.0,K1P 0A6,Residential,2016.0,0.0,1.0,0.0,0.0,,
14,399500.0,97.0,K1P 0C8,Residential,2016.0,1.0,1.0,0.0,0.0,,
14,299000.0,97.0,K1P 0A6,Residential,2016.0,0.0,1.0,0.0,0.0,,
14,549900.0,97.0,K1P 0C8,Residential,2016.0,2.0,2.0,1.0,1.0,,
14,419900.0,92.0,K1R 0C5,Residential,2016.0,1.0,1.0,0.0,0.0,,
14,424900.0,92.0,K1R 0C5,Residential,2016.0,1.0,1.0,0.0,0.0,,
14,479900.0,92.0,K1R 0C5,Residential,2016.0,1.0,1.0,1.0,1.0,,
14,660000.0,92.0,K1R 0C5,Residential,2016.0,2.0,2.0,1.0,1.0,,
14,410000.0,92.0,K1R 0C5,Residential,2016.0,1.0,1.0,1.0,1.0,,
14,274900.0,90.0,K1R 0C5,Residential,2016.0,0.0,1.0,0.0,0.0,,
15,535000.0,90.0,K1Y 1P4,Residential,2016.0,2.0,1.0,1.0,1.0,,
14,574900.0,86.0,K1S 5K3,Residential,2016.0,1.0,2.0,1.0,1.0,,
15,585000.0,81.0,K1Z 0B1,Residential,2016.0,2.0,2.0,1.0,1.0,,
12,476000.0,75.0,K1N 0C3,Residential,2016.0,2.0,2.0,1.0,1.0,,
7,349900.0,53.0,K2A 3W9,Residential,2016.0,1.0,1.0,0.0,0.0,,
10,439900.0,33.0,K1G 4J1,Residential,2016.0,2.0,2.0,2.0,1.0,,
10,409900.0,33.0,K1G 4J1,Residential,2016.0,2.0,2.0,1.0,1.0,,
23,599900.0,10.0,K2M 2T5,Residential,2016.0,4.0,3.0,3.0,1.0,,
12,1049900.0,97.0,K1N 7J6,Residential,2015.0,2.0,2.0,2.0,0.0,,
14,500000.0,97.0,K2P 0W1,Residential,2015.0,1.0,1.0,1.0,1.0,,
14,562000.0,97.0,K1P 0C8,Residential,2015.0,2.0,2.0,1.0,1.0,,
12,312000.0,96.0,K1N 0B6,Residential,2015.0,0.0,1.0,0.0,0.0,,
12,680000.0,96.0,K1N 0B6,Residential,2015.0,2.0,2.0,1.0,1.0,,
12,459000.0,96.0,K1N 0B6,Residential,2015.0,1.0,1.0,1.0,1.0,,
12,315000.0,96.0,K1N 7J6,Residential,2015.0,0.0,1.0,0.0,0.0,,
12,369900.0,95.0,K1N 0B4,Residential,2015.0,2.0,2.0,1.0,1.0,,
14,308000.0,94.0,K2P 1A4,Residential,2015.0,0.0,1.0,0.0,0.0,,
14,288800.0,92.0,K1R 5E6,Residential,2015.0,0.0,1.0,0.0,0.0,,
14,649900.0,92.0,K1R 0C1,Residential,2015.0,2.0,2.0,1.0,1.0,,
14,324900.0,92.0,K1R 5E6,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,345000.0,92.0,K1R 0C1,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,285000.0,92.0,K1R 0C1,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,379900.0,92.0,K1R 5E6,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,1500000.0,86.0,K1S 3W9,Residential,2015.0,2.0,3.0,2.0,2.0,,
14,469900.0,84.0,K1R 0B3,Residential,2015.0,1.0,1.0,1.0,0.0,,
14,725000.0,81.0,K1R 0B3,Residential,2015.0,2.0,2.0,1.0,1.0,,
14,409900.0,81.0,K1R 0B3,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,1220000.0,81.0,K1R 0B3,Residential,2015.0,2.0,3.0,1.0,1.0,,
15,429900.0,81.0,K1Z 0B2,Residential,2015.0,1.0,1.0,1.0,1.0,,
7,424900.0,81.0,K1Z 0B2,Residential,2015.0,1.0,2.0,1.0,1.0,,
15,344900.0,79.0,K1S 5V3,Residential,2015.0,1.0,1.0,0.0,0.0,,
15,549000.0,79.0,K1S 5V3,Residential,2015.0,2.0,2.0,2.0,2.0,,
15,525000.0,79.0,K1S 4P4,Residential,2015.0,3.0,2.0,1.0,1.0,,
15,338500.0,79.0,K1S 4P4,Residential,2015.0,1.0,1.0,1.0,1.0,,
15,359900.0,79.0,K1S 5V3,Residential,2015.0,1.0,1.0,0.0,0.0,,
15,523000.0,79.0,K1S 2E8,Residential,2015.0,2.0,2.0,2.0,2.0,,
15,369777.0,79.0,K1S 5V3,Residential,2015.0,1.0,1.0,1.0,1.0,,
15,985000.0,79.0,K1S 5V3,Residential,2015.0,2.0,2.0,2.0,2.0,,
17,1900000.0,73.0,K1S 5K3,Residential,2015.0,2.0,3.0,2.0,2.0,,
17,2975000.0,71.0,K1S 5K3,Residential,2015.0,2.0,3.0,2.0,2.0,,
17,1800000.0,71.0,K1S 5K3,Residential,2015.0,2.0,3.0,4.0,4.0,,
16,439900.0,69.0,K1V 2P7,Residential,2015.0,2.0,2.0,1.0,1.0,,
14,349900.0,62.0,K1R 0B8,Residential,2015.0,1.0,1.0,0.0,0.0,,
14,1450000.0,81.0,K1R 0B3,Residential,2015.0,2.0,4.0,2.0,2.0,,
14,39900.0,96.0,K1R 0C1,Residential,2015.0,0.0,,1.0,1.0,,
14,529900.0,98.0,K2P 1P7,Residential,2014.0,1.0,1.0,1.0,1.0,,
14,489900.0,97.0,K2P 0W1,Residential,2014.0,1.0,1.0,1.0,1.0,,
14,649900.0,97.0,K2P 0W1,Residential,2014.0,2.0,2.0,1.0,1.0,,
14,445000.0,97.0,K2P 0W1,Residential,2014.0,1.0,1.0,1.0,1.0,,
14,1985000.0,97.0,K2P 0W1,Residential,2014.0,2.0,3.0,2.0,2.0,,
14,475000.0,97.0,K2P 1P7,Residential,2014.0,1.0,1.0,1.0,1.0,,
14,445000.0,97.0,K2P 0E2,Residential,2014.0,2.0,2.0,0.0,0.0,,
12,519000.0,96.0,K1N 0B7,Residential,2014.0,1.0,1.0,1.0,1.0,,
12,519000.0,96.0,K1N 0B7,Residential,2014.0,1.0,1.0,1.0,1.0,,
12,1060000.0,96.0,K1N 0B7,Residential,2014.0,2.0,2.0,2.0,2.0,,
12,379900.0,95.0,K1N 7M9,Residential,2014.0,1.0,2.0,0.0,0.0,,
12,409000.0,94.0,K1N 0B2,Residential,2014.0,1.0,2.0,0.0,0.0,,
14,399900.0,94.0,K2P 1A9,Residential,2014.0,1.0,1.0,1.0,1.0,,
14,465000.0,94.0,K2P 1A9,Residential,2014.0,1.0,2.0,1.0,1.0,,
14,305000.0,94.0,K2P 1A9,Residential,2014.0,0.0,1.0,0.0,0.0,,
17,589900.0,88.0,K1S 5J5,Residential,2014.0,1.0,1.0,1.0,1.0,,
15,429900.0,81.0,K1Z 0B1,Residential,2014.0,1.0,1.0,1.0,1.0,,
17,949000.0,73.0,K1S 5J5,Residential,2014.0,2.0,2.0,1.0,1.0,,
14,485000.0,67.0,K1R 0A8,Residential,2014.0,2.0,2.0,0.0,0.0,,
4,420000.0,6.0,K2T 0J7,Residential,2014.0,2.0,2.0,1.0,1.0,,
3,299900.0,3.0,K2J 5X6,Residential,2014.0,2.0,3.0,2.0,0.0,,
14,50000.0,97.0,K2P 1P7,Residential,2014.0,0.0,,1.0,1.0,,
14,325000.0,98.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
12,545000.0,97.0,K1N 6B1,Residential,2013.0,2.0,2.0,1.0,1.0,,
14,319900.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
14,349000.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
14,389900.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,1.0,1.0,,
14,379900.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,1.0,1.0,,
14,435000.0,97.0,K2P 0E2,Residential,2013.0,2.0,2.0,1.0,1.0,,
14,339000.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
14,343000.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
14,369900.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,1.0,1.0,,
14,468000.0,97.0,K2P 0E2,Residential,2013.0,2.0,2.0,1.0,1.0,,
14,325000.0,97.0,K2P 0E2,Residential,2013.0,1.0,1.0,0.0,0.0,,
12,409900.0,95.0,K1N 6B1,Residential,2013.0,1.0,1.0,1.0,1.0,,
12,459900.0,95.0,K1N 6B1,Residential,2013.0,1.0,1.0,1.0,1.0,,
